scenario,run_id,d_i_s_per_veh_Koteshwor,d_i_s_per_veh_Tinkune South,d_i_s_per_veh_Tinkune West,d_i_s_per_veh_Tinkune North,d_i_s_per_veh_New Baneshwor,d_i_s_per_veh_Maitighar,d_i_s_per_veh_Thapathali,d_i_s_per_veh_Tripureshwor,d_i_s_per_veh_Kalimati,d_i_s_per_veh_Shahid Gate,d_i_s_per_veh_Jadhibuti,T_c_min_eastbound_Tripureshwor_to_Jadhibuti,T_c_min_westbound_Jadhibuti_to_Tripureshwor,T_c_min_route_edges_east,T_c_min_route_edges_west,H_cordon_pcu_0811,t_diss_prepeak_ref_m,D_net_veh_h,scale,p_r,seed,sch,pt,dt,m,delta_pct_d_i_s_per_veh_Koteshwor,delta_pct_d_i_s_per_veh_Tinkune South,delta_pct_d_i_s_per_veh_Tinkune West,delta_pct_d_i_s_per_veh_Tinkune North,delta_pct_d_i_s_per_veh_New Baneshwor,delta_pct_d_i_s_per_veh_Maitighar,delta_pct_d_i_s_per_veh_Thapathali,delta_pct_d_i_s_per_veh_Tripureshwor,delta_pct_d_i_s_per_veh_Kalimati,delta_pct_d_i_s_per_veh_Shahid Gate,delta_pct_d_i_s_per_veh_Jadhibuti,delta_pct_T_c_min_eastbound_Tripureshwor_to_Jadhibuti,delta_pct_T_c_min_westbound_Jadhibuti_to_Tripureshwor,delta_pct_T_c_min_route_edges_east,delta_pct_T_c_min_route_edges_west,delta_pct_H_cordon_pcu_0811,delta_pct_D_net_veh_h,delta_pct_scale
s2-retime-grid,pt0.15_dt-30_seed185,3.5,0.4,0.1,0.3,0.2,111.8,22.8,12.8,6.8,27.3,0.2,8.3,5.3,94,88,222233.0,0.0,6612.0,0.55,,185.0,,0.15,-30.0,,0.0,0.0,0.0,-25.000000000000007,-96.42857142857143,5.2730696798493355,5.069124423963141,-0.7751937984496096,-6.8493150684931505,-16.513761467889914,0.0,1.2195121951219685,-5.357142857142854,0.0,0.0,3.451759163571023,-12.73591131054507,0.0
s2-retime-grid,pt0.15_dt-30_seed192,3.5,0.4,0.1,0.3,0.1,88.5,23.2,34.6,6.0,9.5,0.2,9.0,5.9,94,88,233008.0,0.0,5398.0,0.55,,192.0,,0.15,-30.0,,0.0,0.0,0.0,-25.000000000000007,-98.21428571428572,-16.666666666666668,6.912442396313365,168.2170542635659,-17.80821917808219,-70.9480122324159,0.0,9.75609756097562,5.35714285714287,0.0,0.0,8.4676330661304,-28.75808367427742,0.0
s2-retime-grid,pt0.15_dt-30_seed199,3.3,0.5,0.1,0.3,0.1,87.0,16.2,12.2,2.4,18.9,0.2,7.5,5.2,94,88,230187.0,0.0,5006.0,0.55,,199.0,,0.15,-30.0,,-5.71428571428572,24.999999999999993,0.0,-25.000000000000007,-98.21428571428572,-18.079096045197744,-25.34562211981567,-5.426356589147295,-67.12328767123287,-42.201834862385326,0.0,-8.53658536585365,-7.142857142857134,0.0,0.0,7.15442839985476,-33.93163521182526,0.0
s2-retime-grid,pt0.15_dt-30_seed206,3.4,0.4,0.1,0.3,1.8,135.3,46.0,18.8,11.7,16.4,0.3,9.8,7.5,94,88,219316.0,0.0,7722.0,0.55,,206.0,,0.15,-30.0,,-2.85714285714286,0.0,0.0,-25.000000000000007,-67.85714285714286,27.401129943502834,111.98156682027651,45.736434108527135,60.273972602739725,-49.84709480122325,49.999999999999986,19.51219512195124,33.92857142857144,0.0,0.0,2.0938655047528605,1.913686155470503,0.0
s2-retime-grid,pt0.15_dt-30_seed213,3.7,0.4,0.1,0.3,0.1,86.6,19.0,31.0,4.2,16.2,0.2,8.6,5.2,94,88,230994.0,0.0,5581.0,0.55,,213.0,,0.15,-30.0,,5.71428571428572,0.0,0.0,-25.000000000000007,-98.21428571428572,-18.4557438794727,-12.442396313364053,140.31007751937986,-42.465753424657535,-50.458715596330286,0.0,4.87804878048781,-7.142857142857134,0.0,0.0,7.5300952434153565,-26.34287976771809,0.0
s2-retime-grid,pt0.15_dt-30_seed220,3.4,0.4,0.1,0.3,0.2,110.4,19.9,26.8,7.0,18.7,0.2,8.9,5.6,94,88,226438.0,0.0,6282.0,0.55,,220.0,,0.15,-30.0,,-2.85714285714286,0.0,0.0,-25.000000000000007,-96.42857142857143,3.954802259887008,-8.29493087557604,107.75193798449611,-4.109589041095888,-42.81345565749236,0.0,8.536585365853671,0.0,0.0,0.0,5.409230139001387,-17.091197043684836,0.0
s2-retime-grid,pt0.15_dt-30_seed227,4.6,2.1,0.9,0.3,22.4,159.2,29.2,15.5,7.0,4.0,0.3,8.5,6.9,94,88,207509.0,0.0,8108.0,0.55,,227.0,,0.15,-30.0,,31.428571428571416,425.0,800.0,-25.000000000000007,299.99999999999994,49.90583804143125,34.56221198156682,20.15503875968992,-4.109589041095888,-87.76758409785933,49.999999999999986,3.6585365853658622,23.21428571428573,0.0,0.0,-3.402415067638652,7.008050679688531,0.0
s2-retime-grid,pt0.15_dt-30_seed234,3.4,0.4,0.1,0.3,0.2,126.0,22.9,15.1,7.2,30.8,0.2,8.4,5.6,94,88,220235.0,0.0,7080.0,0.55,,234.0,,0.15,-30.0,,-2.85714285714286,0.0,0.0,-25.000000000000007,-96.42857142857143,18.644067796610166,5.529953917050688,17.054263565891468,-1.3698630136986254,-5.810397553516826,0.0,2.4390243902439157,0.0,0.0,0.0,2.5216695062797343,-6.559324270819586,0.0
s2-retime-grid,pt0.15_dt-30_seed241,4.5,2.5,1.8,0.3,30.7,222.2,43.7,28.0,11.2,4.5,0.5,13.9,6.1,94,88,196664.0,0.0,10671.0,0.55,,241.0,,0.15,-30.0,,28.57142857142857,525.0,1700.0,-25.000000000000007,448.2142857142858,109.22787193973633,101.3824884792627,117.05426356589146,53.42465753424656,-86.23853211009175,149.99999999999997,69.51219512195124,8.928571428571429,0.0,0.0,-8.450874693926952,40.834103207074044,0.0
s2-retime-grid,pt0.15_dt-30_seed248,3.9,0.4,0.1,0.3,0.2,102.9,25.2,45.4,6.7,22.0,0.2,10.5,5.2,94,88,224630.0,0.0,6578.0,0.55,,248.0,,0.15,-30.0,,11.428571428571425,0.0,0.0,-25.000000000000007,-96.42857142857143,-3.107344632768359,16.129032258064516,251.93798449612405,-8.219178082191776,-32.721712538226306,0.0,28.04878048780489,-7.142857142857134,0.0,0.0,4.567587446117178,-13.184637719414017,0.0
s2-retime-grid,pt0.15_dt-30_seed255,3.4,0.4,0.1,0.3,1.9,107.9,14.7,9.5,1.7,18.7,0.2,7.1,5.4,94,88,228498.0,0.0,5645.0,0.55,,255.0,,0.15,-30.0,,-2.85714285714286,0.0,0.0,-25.000000000000007,-66.07142857142857,1.6007532956685524,-32.25806451612903,-26.356589147286826,-76.71232876712328,-42.81345565749236,0.0,-13.414634146341461,-3.5714285714285587,0.0,0.0,6.3681814373097225,-25.498218292200082,0.0
s2-retime-grid,pt0.15_dt-30_seed262,3.5,0.4,0.1,0.3,4.9,139.9,25.3,16.1,7.0,31.4,0.3,8.9,5.9,94,88,216408.0,0.0,7822.0,0.55,,262.0,,0.15,-30.0,,0.0,0.0,0.0,-25.000000000000007,-12.499999999999988,31.732580037664786,16.58986175115208,24.806201550387605,-4.109589041095888,-3.975535168195731,49.999999999999986,8.536585365853671,5.35714285714287,0.0,0.0,0.7401614389855599,3.2334697109674018,0.0
s2-retime-grid,pt0.1_dt-15_seed101,3.5,0.4,0.1,0.3,4.5,140.3,43.0,37.2,15.6,32.7,0.2,12.1,7.2,94,88,212552.0,0.0,8679.0,0.55,,101.0,,0.1,-15.0,,0.0,0.0,0.0,-25.000000000000007,-19.642857142857135,32.109227871939744,98.15668202764978,188.37209302325584,113.69863013698631,0.0,0.0,47.560975609756106,28.57142857142858,0.0,0.0,-1.054846428139169,14.54401478157582,0.0
s2-retime-grid,pt0.1_dt-15_seed108,3.4,0.4,0.1,0.3,1.9,130.1,22.7,23.5,7.6,26.2,0.2,9.6,5.3,94,88,219894.0,0.0,7021.0,0.55,,108.0,,0.1,-15.0,,-2.85714285714286,0.0,0.0,-25.000000000000007,-66.07142857142857,22.50470809792843,4.6082949308755765,82.1705426356589,4.109589041095888,-19.877675840978604,0.0,17.073170731707325,-5.357142857142854,0.0,0.0,2.362930480685976,-7.337996568562756,0.0
s2-retime-grid,pt0.1_dt-15_seed115,10.3,3.5,1.3,0.3,34.4,221.4,58.9,28.8,10.9,3.1,1.2,14.6,10.4,94,88,193024.0,0.0,10975.0,0.55,,115.0,,0.1,-15.0,,194.2857142857143,775.0,1199.9999999999998,-25.000000000000007,514.2857142857142,108.47457627118644,171.42857142857144,123.25581395348837,49.31506849315069,-90.51987767584097,500.0,78.04878048780489,85.71428571428574,0.0,0.0,-10.145332327831001,44.84624521578461,0.0
s2-retime-grid,pt0.1_dt-15_seed122,3.2,0.4,0.1,0.4,2.1,162.8,27.0,18.1,8.1,33.8,0.2,8.5,5.9,94,88,214844.0,0.0,7872.0,0.55,,122.0,,0.1,-15.0,,-8.571428571428566,0.0,0.0,0.0,-62.5,53.29566854990584,24.42396313364056,40.31007751937985,10.958904109589039,3.3639143730886674,0.0,3.6585365853658622,5.35714285714287,0.0,0.0,0.01210326881360035,3.8933614887158505,0.0
s2-retime-grid,pt0.1_dt-15_seed129,3.3,0.4,0.1,0.3,2.0,94.0,29.0,46.3,7.3,19.2,0.2,10.5,5.7,94,88,220486.0,0.0,6904.0,0.55,,129.0,,0.1,-15.0,,-5.71428571428572,0.0,0.0,-25.000000000000007,-64.28571428571428,-11.487758945386066,33.64055299539171,258.9147286821705,0.0,-41.28440366972478,0.0,28.04878048780489,1.7857142857142954,0.0,0.0,2.6385126013648765,-8.882143328494127,0.0
s2-retime-grid,pt0.1_dt-15_seed136,11.4,4.8,1.8,0.3,37.3,233.8,44.7,28.8,13.0,3.6,1.5,14.5,7.0,94,88,192237.0,0.0,11313.0,0.55,,136.0,,0.1,-15.0,,225.71428571428572,1099.9999999999998,1700.0,-25.000000000000007,566.0714285714286,120.15065913371,105.99078341013828,123.25581395348837,78.08219178082192,-88.9908256880734,650.0,76.82926829268294,25.000000000000007,0.0,0.0,-10.511688964611904,49.30711363336413,0.0
s2-retime-grid,pt0.1_dt-15_seed143,3.4,0.4,0.1,0.3,5.5,121.6,22.7,17.3,7.1,31.0,0.3,9.2,5.5,94,88,214773.0,0.0,7590.0,0.55,,143.0,,0.1,-15.0,,-2.85714285714286,0.0,0.0,-25.000000000000007,-1.7857142857142794,14.500941619585678,4.6082949308755765,34.10852713178294,-2.739726027397263,-5.198776758409794,49.999999999999986,12.195121951219514,-1.7857142857142794,0.0,0.0,-0.0209479652543083,0.1715718622145968,0.0
s2-retime-grid,pt0.1_dt-15_seed150,19.5,5.3,8.9,0.2,39.6,300.1,71.9,27.8,14.2,3.4,3.2,16.3,22.3,94,88,186492.0,0.0,12292.0,0.55,,150.0,,0.1,-15.0,,457.1428571428571,1224.9999999999998,8800.0,-50.0,607.1428571428572,182.58003766478345,231.33640552995396,115.50387596899225,94.52054794520548,-89.60244648318043,1500.0,98.78048780487806,298.2142857142858,0.0,0.0,-13.186045862078597,62.22779464167877,0.0
s2-retime-grid,pt0.1_dt-15_seed157,3.7,0.4,0.1,0.3,3.9,120.6,23.0,13.9,7.2,30.8,0.2,8.4,5.8,94,88,215197.0,0.0,7635.0,0.55,,157.0,,0.1,-15.0,,5.71428571428572,0.0,0.0,-25.000000000000007,-30.357142857142854,13.559322033898297,5.990783410138252,7.751937984496124,-1.3698630136986254,-5.810397553516826,0.0,2.4390243902439157,3.5714285714285747,0.0,0.0,0.17642841847517432,0.7654744621882011,0.0
s2-retime-grid,pt0.1_dt-15_seed164,3.4,0.4,0.1,0.2,9.5,120.1,30.3,16.6,10.8,31.9,0.2,9.1,5.3,94,88,213642.0,0.0,7931.0,0.55,,164.0,,0.1,-15.0,,-2.85714285714286,0.0,0.0,-50.0,69.64285714285715,13.088512241054605,39.63133640552996,28.682170542635667,47.94520547945207,-2.4464831804281473,0.0,10.975609756097567,-5.357142857142854,0.0,0.0,-0.5474401586459235,4.6720337864590205,0.0
s2-retime-grid,pt0.1_dt-15_seed171,3.5,0.5,0.4,0.3,16.5,157.8,30.6,18.7,7.4,31.8,0.2,8.8,5.6,94,88,207457.0,0.0,8966.0,0.55,,171.0,,0.1,-15.0,,0.0,24.999999999999993,300.00000000000006,-25.000000000000007,194.64285714285717,48.587570621468934,41.01382488479264,44.961240310077514,1.3698630136986376,-2.752293577981658,0.0,7.3170731707317245,0.0,0.0,0.0,-3.4266216052658534,18.331793585851923,0.0
s2-retime-grid,pt0.1_dt-15_seed178,3.4,0.4,0.1,0.3,6.9,150.0,41.4,21.8,12.9,30.5,0.2,10.3,6.3,94,88,210898.0,0.0,9558.0,0.55,,178.0,,0.1,-15.0,,-2.85714285714286,0.0,0.0,-25.000000000000007,23.21428571428573,41.24293785310734,90.78341013824884,68.9922480620155,76.7123287671233,-6.727828746177378,0.0,25.609756097560993,12.500000000000004,0.0,0.0,-1.824800528819745,26.14491223439356,0.0
s2-retime-grid,pt0.1_dt-15_seed185,3.4,0.4,0.1,0.3,0.1,90.6,21.5,36.9,7.2,9.5,0.2,9.1,6.1,94,88,230118.0,0.0,5590.0,0.55,,185.0,,0.1,-15.0,,-2.85714285714286,0.0,0.0,-25.000000000000007,-98.21428571428572,-14.689265536723173,-0.9216589861751119,186.04651162790697,-1.3698630136986254,-70.9480122324159,0.0,10.975609756097567,8.928571428571429,0.0,0.0,7.122308186464821,-26.224099247723377,0.0
s2-retime-grid,pt0.1_dt-15_seed192,4.0,1.4,0.9,0.3,21.8,183.5,39.4,17.0,9.8,2.6,0.2,9.3,7.5,94,88,205299.0,0.0,8485.0,0.55,,192.0,,0.1,-15.0,,14.285714285714285,249.99999999999994,800.0,-25.000000000000007,289.2857142857144,72.78719397363464,81.5668202764977,31.782945736434105,34.24657534246577,-92.04892966360856,0.0,13.41463414634148,33.92857142857144,0.0,0.0,-4.431192916794682,11.983634683911838,0.0
s2-retime-grid,pt0.1_dt-15_seed199,3.5,0.4,0.1,0.2,0.7,92.8,23.0,14.7,7.4,22.0,0.2,8.5,5.4,94,88,221766.0,0.0,6832.0,0.55,,199.0,,0.1,-15.0,,0.0,0.0,0.0,-50.0,-87.5,-12.617702448210927,5.990783410138252,13.953488372093014,1.3698630136986376,-32.721712538226306,0.0,3.6585365853658622,-3.5714285714285587,0.0,0.0,3.234365835265201,-9.832387488451893,0.0
s2-retime-grid,pt0.1_dt-15_seed206,3.2,0.4,0.1,0.2,14.9,193.2,34.8,19.8,11.5,33.8,0.2,9.4,6.0,94,88,206896.0,0.0,9299.0,0.55,,206.0,,0.1,-15.0,,-8.571428571428566,0.0,0.0,-50.0,166.0714285714286,81.92090395480224,60.36866359447004,53.48837209302326,57.53424657534247,3.3639143730886674,0.0,14.634146341463428,7.1428571428571495,0.0,0.0,-3.68777290543623,22.726672825656593,0.0
s2-retime-grid,pt0.1_dt-15_seed213,3.5,0.4,0.1,0.3,4.4,119.9,26.0,16.4,7.3,36.9,0.2,8.6,5.8,94,88,212273.0,0.0,8275.0,0.55,,213.0,,0.1,-15.0,,0.0,0.0,0.0,-25.000000000000007,-21.428571428571416,12.900188323917138,19.81566820276498,27.131782945736422,0.0,12.844036697247693,0.0,4.87804878048781,3.5714285714285747,0.0,0.0,-1.1847238127158803,9.212089217368352,0.0
s2-retime-grid,pt0.1_dt-15_seed220,3.3,0.4,0.1,0.3,12.1,153.1,33.9,18.1,8.5,35.4,0.2,9.0,6.1,94,88,211568.0,0.0,8616.0,0.55,,220.0,,0.1,-15.0,,-5.71428571428572,0.0,0.0,-25.000000000000007,116.07142857142858,44.16195856873822,56.22119815668203,40.31007751937985,16.438356164383563,8.256880733944941,0.0,9.75609756097562,8.928571428571429,0.0,0.0,-1.5129086017000437,13.712551141612774,0.0
s2-retime-grid,pt0.1_dt-15_seed227,3.4,0.4,0.1,0.2,6.5,126.6,31.0,17.9,10.6,34.0,0.3,9.5,5.6,94,88,211243.0,0.0,8589.0,0.55,,227.0,,0.1,-15.0,,-2.85714285714286,0.0,0.0,-50.0,16.071428571428577,19.20903954802259,42.85714285714286,38.759689922480604,45.20547945205479,3.9755351681957096,49.999999999999986,15.853658536585376,0.0,0.0,0.0,-1.664199461870048,13.356209581628613,0.0
s2-retime-grid,pt0.1_dt-15_seed234,3.5,0.4,0.2,0.2,10.6,171.2,64.8,29.3,13.4,24.8,0.3,13.0,10.6,94,88,206684.0,0.0,9639.0,0.55,,234.0,,0.1,-15.0,,0.0,0.0,100.0,-50.0,89.28571428571429,61.20527306967983,198.6175115207373,127.13178294573642,83.56164383561645,-24.15902140672783,49.999999999999986,58.536585365853675,89.28571428571429,0.0,0.0,-3.786461097300971,27.21393691434605,0.0
s2-retime-grid,pt0.1_dt-15_seed241,4.5,2.5,2.1,0.3,24.0,194.4,49.0,30.0,12.4,17.4,0.5,15.2,6.6,94,88,198082.0,0.0,10635.0,0.55,,241.0,,0.1,-15.0,,28.57142857142857,525.0,2000.0,-25.000000000000007,328.57142857142856,83.05084745762711,125.80645161290323,132.55813953488374,69.86301369863016,-46.78899082568808,149.99999999999997,85.3658536585366,17.857142857142858,0.0,0.0,-7.7907810332467475,40.358981127095156,0.0
s2-retime-grid,pt0.1_dt-15_seed248,13.2,4.1,1.6,0.3,39.1,306.5,70.1,24.5,14.9,3.7,2.4,15.8,15.2,94,88,187940.0,0.0,12259.0,0.55,,248.0,,0.1,-15.0,,277.1428571428571,924.9999999999998,1500.0,-25.000000000000007,598.2142857142858,188.60640301318267,223.04147465437785,89.92248062015503,104.1095890410959,-88.68501529051989,1099.9999999999998,92.68292682926833,171.42857142857144,0.0,0.0,-12.511986891228855,61.79226606836479,0.0
s2-retime-grid,pt0.1_dt-15_seed255,3.7,0.4,0.1,0.3,0.2,110.2,28.7,23.3,8.3,27.3,0.2,9.2,5.5,94,88,220113.0,0.0,7228.0,0.55,,255.0,,0.1,-15.0,,5.71428571428572,0.0,0.0,-25.000000000000007,-96.42857142857143,3.766478342749529,32.25806451612903,80.62015503875969,13.698630136986315,-16.513761467889914,0.0,12.195121951219514,-1.7857142857142794,0.0,0.0,2.46487724492361,-4.606044608684176,0.0
s2-retime-grid,pt0.1_dt-15_seed262,3.6,0.4,0.1,0.3,4.5,160.7,27.3,19.5,11.5,31.8,0.3,9.4,6.0,94,88,213211.0,0.0,8240.0,0.55,,262.0,,0.1,-15.0,,2.85714285714286,0.0,0.0,-25.000000000000007,-19.642857142857135,51.31826741996232,25.80645161290323,51.16279069767441,57.53424657534247,-2.752293577981658,49.999999999999986,14.634146341463428,7.1428571428571495,0.0,0.0,-0.7480751147482986,8.750164972944436,0.0
s2-retime-grid,pt0.1_dt-30_seed101,3.4,0.4,0.1,0.3,1.7,149.2,19.5,14.8,4.7,31.8,0.2,7.9,6.4,94,88,218625.0,0.0,7707.0,0.55,,101.0,,0.1,-30.0,,-2.85714285714286,0.0,0.0,-25.000000000000007,-69.64285714285714,40.489642184557425,-10.138248847926265,14.728682170542637,-35.61643835616438,-2.752293577981658,0.0,-3.658536585365841,14.285714285714299,0.0,0.0,1.772197860514482,1.7157186221459682,0.0
s2-retime-grid,pt0.1_dt-30_seed108,3.6,0.4,0.1,0.3,1.6,106.3,23.7,15.1,7.0,21.2,0.2,8.6,5.5,94,88,222052.0,0.0,7078.0,0.55,,108.0,,0.1,-30.0,,2.85714285714286,0.0,0.0,-25.000000000000007,-71.42857142857143,0.09416195856873287,9.216589861751153,17.054263565891468,-4.109589041095888,-35.168195718654445,0.0,4.87804878048781,-1.7857142857142794,0.0,0.0,3.3675017922148056,-6.585719941929523,0.0
s2-retime-grid,pt0.1_dt-30_seed115,4.3,1.9,0.7,0.3,21.5,249.9,55.4,24.7,15.2,2.7,0.2,14.4,8.5,94,88,199879.0,0.0,10137.0,0.55,,115.0,,0.1,-30.0,,22.85714285714285,375.0,599.9999999999999,-25.000000000000007,283.92857142857144,135.31073446327682,155.29953917050693,91.47286821705424,108.21917808219177,-91.74311926605505,0.0,75.609756097561,51.78571428571429,0.0,0.0,-6.954258954091371,33.7864590207206,0.0
s2-retime-grid,pt0.1_dt-30_seed122,3.6,0.4,0.1,0.3,0.1,74.7,17.2,16.9,2.8,11.9,0.2,7.8,5.3,94,88,235244.0,0.0,4299.0,0.55,,122.0,,0.1,-30.0,,2.85714285714286,0.0,0.0,-25.000000000000007,-98.21428571428572,-29.66101694915254,-20.737327188940093,31.00775193798448,-61.64383561643836,-63.60856269113151,0.0,-4.8780487804877986,-5.357142857142854,0.0,0.0,9.50851418410003,-43.26250494918833,0.0
s2-retime-grid,pt0.1_dt-30_seed129,3.3,0.4,0.1,0.3,7.0,112.1,14.8,8.7,1.3,21.3,0.2,7.0,5.4,94,88,225808.0,0.0,5925.0,0.55,,129.0,,0.1,-30.0,,-5.71428571428572,0.0,0.0,-25.000000000000007,25.000000000000007,5.555555555555547,-31.79723502304147,-32.55813953488373,-82.19178082191782,-34.862385321100916,0.0,-14.634146341463408,-3.5714285714285587,0.0,0.0,5.1159586254410705,-21.80282433680876,0.0
s2-retime-grid,pt0.1_dt-30_seed136,10.3,3.9,1.8,0.2,34.4,186.5,41.7,28.5,11.6,3.5,1.2,13.1,7.0,94,88,195580.0,0.0,10466.0,0.55,,136.0,,0.1,-30.0,,194.2857142857143,875.0,1700.0,-50.0,514.2857142857142,75.6120527306968,92.16589861751154,120.93023255813952,58.9041095890411,-89.29663608562691,500.0,59.75609756097562,25.000000000000007,0.0,0.0,-8.95548790138629,38.1285469183054,0.0
s2-retime-grid,pt0.1_dt-30_seed143,3.5,0.4,0.1,0.3,1.5,146.6,45.4,21.0,11.6,34.3,0.2,10.1,8.4,94,88,215146.0,0.0,8465.0,0.55,,143.0,,0.1,-30.0,,0.0,0.0,0.0,-25.000000000000007,-73.21428571428571,38.041431261770235,109.21658986175116,62.7906976744186,58.9041095890411,4.892966360856251,0.0,23.17073170731708,50.000000000000014,0.0,0.0,0.15268739118695826,11.719677972812459,0.0
s2-retime-grid,pt0.1_dt-30_seed150,3.3,0.4,0.1,0.3,1.9,106.8,24.2,78.8,6.9,4.2,0.2,12.6,5.4,94,88,228091.0,0.0,5993.0,0.55,,150.0,,0.1,-30.0,,-5.71428571428572,0.0,0.0,-25.000000000000007,-66.07142857142857,0.564971751412424,11.52073732718894,510.8527131782945,-5.479452054794513,-87.1559633027523,0.0,53.658536585365866,-3.5714285714285587,0.0,0.0,6.178718729342979,-20.905371519070872,0.0
s2-retime-grid,pt0.1_dt-30_seed157,3.3,0.4,0.1,0.3,0.1,90.3,17.9,13.9,3.0,17.7,0.2,7.6,5.1,94,88,231194.0,0.0,5004.0,0.55,,157.0,,0.1,-30.0,,-5.71428571428572,0.0,0.0,-25.000000000000007,-98.21428571428572,-14.971751412429382,-17.511520737327192,7.751937984496124,-58.9041095890411,-45.87155963302753,0.0,-7.317073170731704,-8.928571428571429,0.0,0.0,7.623197311212282,-33.9580308829352,0.0
s2-retime-grid,pt0.1_dt-30_seed164,3.5,0.4,0.1,0.3,4.9,111.6,17.3,16.4,4.7,18.2,0.2,7.9,5.6,94,88,222780.0,0.0,6331.0,0.55,,164.0,,0.1,-30.0,,0.0,0.0,0.0,-25.000000000000007,-12.499999999999988,5.084745762711856,-20.27649769585253,27.131782945736422,-35.61643835616438,-44.34250764525994,0.0,-3.658536585365841,0.0,0.0,0.0,3.7063933189956146,-16.444503101491357,0.0
s2-retime-grid,pt0.1_dt-30_seed171,3.4,0.4,0.1,0.3,1.9,117.9,15.9,14.4,2.3,19.4,0.2,7.4,5.3,94,88,226167.0,0.0,5579.0,0.55,,171.0,,0.1,-30.0,,-2.85714285714286,0.0,0.0,-25.000000000000007,-66.07142857142857,11.016949152542376,-26.728110599078335,11.627906976744185,-68.4931506849315,-40.672782874617745,0.0,-9.756097560975597,-5.357142857142854,0.0,0.0,5.283076837136553,-26.369275438828033,0.0
s2-retime-grid,pt0.1_dt-30_seed178,3.4,0.4,0.1,0.3,1.9,112.6,18.0,18.7,4.3,18.5,0.2,7.9,5.1,94,88,226102.0,0.0,6025.0,0.55,,178.0,,0.1,-30.0,,-2.85714285714286,0.0,0.0,-25.000000000000007,-66.07142857142857,6.0263653483992385,-17.05069124423963,44.961240310077514,-41.09589041095891,-43.42507645259939,0.0,-3.658536585365841,-8.928571428571429,0.0,0.0,5.252818665102552,-20.483040781311864,0.0
s2-retime-grid,pt0.1_dt-30_seed185,3.4,0.4,0.1,0.3,0.1,95.8,24.0,14.6,3.2,11.1,0.2,7.8,5.7,94,88,230611.0,0.0,5576.0,0.55,,185.0,,0.1,-30.0,,-2.85714285714286,0.0,0.0,-25.000000000000007,-98.21428571428572,-9.79284369114878,10.59907834101383,13.178294573643404,-56.164383561643824,-66.05504587155964,0.0,-4.8780487804877986,1.7857142857142954,0.0,0.0,7.351804783584244,-26.40886894549294,0.0
s2-retime-grid,pt0.1_dt-30_seed192,3.5,0.5,0.1,0.3,0.1,86.9,18.2,25.9,4.1,12.1,0.3,8.5,5.2,94,88,232559.0,0.0,5330.0,0.55,,192.0,,0.1,-30.0,,0.0,24.999999999999993,0.0,-25.000000000000007,-98.21428571428572,-18.173258003766477,-16.129032258064516,100.77519379844959,-43.83561643835617,-62.99694189602446,49.999999999999986,3.6585365853658622,-7.142857142857134,0.0,0.0,8.258618923926301,-29.65553649201531,0.0
s2-retime-grid,pt0.1_dt-30_seed199,7.7,3.5,2.2,0.3,33.3,267.3,68.2,34.2,15.1,4.0,1.1,17.1,10.8,94,88,191902.0,0.0,11627.0,0.55,,199.0,,0.1,-30.0,,120.0,775.0,2100.0,-25.000000000000007,494.6428571428571,151.69491525423732,214.28571428571428,165.11627906976747,106.84931506849315,-87.76758409785933,450.0,108.53658536585368,92.85714285714289,0.0,0.0,-10.667634928171754,53.45123399762439,0.0
s2-retime-grid,pt0.1_dt-30_seed206,3.5,0.4,0.1,0.3,0.1,75.7,12.5,14.0,2.8,15.2,0.2,7.4,5.7,94,88,236070.0,0.0,4225.0,0.55,,206.0,,0.1,-30.0,,0.0,0.0,0.0,-25.000000000000007,-98.21428571428572,-28.71939736346516,-42.3963133640553,8.527131782945734,-61.64383561643836,-53.51681957186545,0.0,-9.756097560975597,1.7857142857142954,0.0,0.0,9.893025724101333,-44.23914478025604,0.0
s2-retime-grid,pt0.1_dt-30_seed213,7.2,3.4,1.6,0.3,35.2,213.9,46.7,27.0,13.8,5.6,0.9,13.0,6.9,94,88,194954.0,0.0,10671.0,0.55,,213.0,,0.1,-30.0,,105.71428571428572,750.0,1500.0,-25.000000000000007,528.5714285714287,101.41242937853107,115.20737327188941,109.30232558139534,89.04109589041097,-82.87461773700305,349.99999999999994,58.536585365853675,23.21428571428573,0.0,0.0,-9.246897373590668,40.834103207074044,0.0
s2-retime-grid,pt0.1_dt-30_seed220,3.4,0.4,0.1,0.2,11.0,174.0,57.2,42.1,15.7,39.5,0.3,13.4,11.4,94,88,205616.0,0.0,9887.0,0.55,,220.0,,0.1,-30.0,,-2.85714285714286,0.0,0.0,-50.0,96.42857142857144,63.84180790960452,163.59447004608296,226.35658914728683,115.06849315068493,20.79510703363913,49.999999999999986,63.414634146341484,103.57142857142858,0.0,0.0,-4.283626139336555,30.487000131978352,0.0
s2-retime-grid,pt0.1_dt-30_seed227,3.3,0.4,0.1,0.2,1.9,112.3,23.6,13.5,7.1,31.8,0.2,8.3,5.5,94,88,219027.0,0.0,7227.0,0.55,,227.0,,0.1,-30.0,,-5.71428571428572,0.0,0.0,-50.0,-66.07142857142857,5.743879472693027,8.755760368663605,4.651162790697672,-2.739726027397263,-2.752293577981658,0.0,1.2195121951219685,-1.7857142857142794,0.0,0.0,1.9593330167863028,-4.619242444239145,0.0
