scenario,run_id,d_i_s_per_veh_Koteshwor,d_i_s_per_veh_Tinkune South,d_i_s_per_veh_Tinkune West,d_i_s_per_veh_Tinkune North,d_i_s_per_veh_New Baneshwor,d_i_s_per_veh_Maitighar,d_i_s_per_veh_Thapathali,d_i_s_per_veh_Tripureshwor,d_i_s_per_veh_Kalimati,d_i_s_per_veh_Shahid Gate,d_i_s_per_veh_Jadhibuti,T_c_min_eastbound_Tripureshwor_to_Jadhibuti,T_c_min_westbound_Jadhibuti_to_Tripureshwor,T_c_min_route_edges_east,T_c_min_route_edges_west,H_cordon_pcu_0811,t_diss_prepeak_ref_m,D_net_veh_h,scale,p_r,seed,sch,pt,dt,m,delta_pct_d_i_s_per_veh_Koteshwor,delta_pct_d_i_s_per_veh_Tinkune South,delta_pct_d_i_s_per_veh_Tinkune West,delta_pct_d_i_s_per_veh_Tinkune North,delta_pct_d_i_s_per_veh_New Baneshwor,delta_pct_d_i_s_per_veh_Maitighar,delta_pct_d_i_s_per_veh_Thapathali,delta_pct_d_i_s_per_veh_Tripureshwor,delta_pct_d_i_s_per_veh_Kalimati,delta_pct_d_i_s_per_veh_Shahid Gate,delta_pct_d_i_s_per_veh_Jadhibuti,delta_pct_T_c_min_eastbound_Tripureshwor_to_Jadhibuti,delta_pct_T_c_min_westbound_Jadhibuti_to_Tripureshwor,delta_pct_T_c_min_route_edges_east,delta_pct_T_c_min_route_edges_west,delta_pct_H_cordon_pcu_0811,delta_pct_D_net_veh_h,delta_pct_scale
s0-spatial-control,p_r0.2_seed157,3.5,0.4,0.1,0.2,0.1,75.9,16.4,11.2,2.6,11.8,0.2,7.3,5.3,94,88,228332.0,0.0,4330.0,0.55,0.2,157.0,,,,,0.0,0.0,0.0,-50.0,-98.21428571428572,-28.53107344632768,-24.42396313364056,-13.178294573643418,-64.3835616438356,-63.91437308868502,0.0,-10.975609756097555,-5.357142857142854,0.0,0.0,6.290906721038274,-42.8533720469843,0.0
s0-spatial-control,p_r0.2_seed164,3.5,0.4,0.1,0.2,0.2,103.8,17.9,13.3,4.4,19.6,0.2,7.6,5.7,94,88,219679.0,0.0,5676.0,0.55,0.2,164.0,,,,,0.0,0.0,0.0,-50.0,-96.42857142857143,-2.259887005649723,-17.511520737327192,3.1007751937984525,-39.72602739726027,-40.0611620795107,0.0,-7.317073170731704,1.7857142857142954,0.0,0.0,2.262845757804281,-25.08908538999604,0.0
s0-spatial-control,p_r0.2_seed171,3.4,0.4,0.1,0.2,2.1,76.9,13.6,8.4,1.8,2.8,0.2,6.9,5.4,94,88,228694.0,0.0,3689.0,0.55,0.2,171.0,,,,,-2.85714285714286,0.0,0.0,-50.0,-62.5,-27.5894538606403,-37.327188940092164,-34.883720930232556,-75.34246575342466,-91.43730886850153,0.0,-15.853658536585355,-3.5714285714285587,0.0,0.0,6.45942146375071,-51.31318463771941,0.0
s0-spatial-control,p_r0.2_seed178,3.4,0.4,0.1,0.2,0.1,62.5,7.9,7.6,1.5,13.0,0.2,6.5,5.1,94,88,233640.0,0.0,3404.0,0.55,0.2,178.0,,,,,-2.85714285714286,0.0,0.0,-50.0,-98.21428571428572,-41.14877589453861,-63.594470046082954,-41.085271317829466,-79.45205479452055,-60.24464831804281,0.0,-20.731707317073162,-8.928571428571429,0.0,0.0,8.761835600368684,-55.07456777088557,0.0
s0-spatial-control,p_r0.2_seed185,3.4,0.4,0.1,0.3,0.1,72.0,17.3,16.3,3.4,14.5,0.2,7.8,5.2,94,88,225707.0,0.0,4664.0,0.55,0.2,185.0,,,,,-2.85714285714286,0.0,0.0,-25.000000000000007,-98.21428571428572,-32.20338983050848,-20.27649769585253,26.356589147286826,-53.42465753424658,-55.65749235474007,0.0,-4.8780487804877986,-7.142857142857134,0.0,0.0,5.068942081203623,-38.445294971624655,0.0
s0-spatial-control,p_r0.2_seed192,3.5,0.4,0.1,0.2,0.1,78.3,13.3,11.2,2.0,19.6,0.2,7.3,5.3,94,88,225521.0,0.0,4698.0,0.55,0.2,192.0,,,,,0.0,0.0,0.0,-50.0,-98.21428571428572,-26.27118644067797,-38.70967741935483,-13.178294573643418,-72.6027397260274,-40.0611620795107,0.0,-10.975609756097555,-5.357142857142854,0.0,0.0,4.982357158152483,-37.996568562755705,0.0
s0-spatial-control,p_r0.2_seed199,3.4,0.4,0.1,0.2,0.7,92.7,17.1,11.9,4.5,20.8,0.2,7.4,5.4,94,88,221972.0,0.0,5358.0,0.55,0.2,199.0,,,,,-2.85714285714286,0.0,0.0,-50.0,-87.5,-12.711864406779661,-21.19815668202764,-7.751937984496124,-38.35616438356164,-36.391437308868504,0.0,-9.756097560975597,-3.5714285714285587,0.0,0.0,3.3302609650960346,-29.28599709647618,0.0
s0-spatial-control,p_r0.2_seed206,3.4,0.4,0.1,0.3,0.1,75.3,14.7,16.4,2.0,16.4,0.2,7.8,5.5,94,88,228099.0,0.0,4303.0,0.55,0.2,206.0,,,,,-2.85714285714286,0.0,0.0,-25.000000000000007,-98.21428571428572,-29.096045197740118,-32.25806451612903,27.131782945736422,-72.6027397260274,-49.84709480122325,0.0,-4.8780487804877986,-1.7857142857142794,0.0,0.0,6.182442812054855,-43.20971360696846,0.0
s0-spatial-control,p_r0.2_seed213,3.5,0.4,0.1,0.3,0.1,68.2,13.3,22.5,1.8,7.1,0.2,7.8,5.4,94,88,235349.0,0.0,3387.0,0.55,0.2,213.0,,,,,0.0,0.0,0.0,-25.000000000000007,-98.21428571428572,-35.781544256120526,-38.70967741935483,74.4186046511628,-75.34246575342466,-78.2874617737003,0.0,-4.8780487804877986,-3.5714285714285587,0.0,0.0,9.557392769693415,-55.29893097532005,0.0
s0-spatial-control,p_r0.2_seed220,3.4,0.4,0.1,0.2,0.1,74.8,13.7,9.7,2.0,18.6,0.2,7.2,5.8,94,88,226617.0,0.0,4473.0,0.55,0.2,220.0,,,,,-2.85714285714286,0.0,0.0,-50.0,-98.21428571428572,-29.566854990583806,-36.86635944700461,-24.806201550387605,-72.6027397260274,-43.11926605504588,0.0,-12.195121951219502,3.5714285714285747,0.0,0.0,5.492556489679636,-40.96608156262373,0.0
s0-spatial-control,p_r0.2_seed227,3.4,0.4,0.1,0.2,0.1,66.7,17.2,23.8,3.0,16.0,0.2,8.2,5.3,94,88,226927.0,0.0,4530.0,0.55,0.2,227.0,,,,,-2.85714285714286,0.0,0.0,-50.0,-98.21428571428572,-37.1939736346516,-20.737327188940093,84.49612403100775,-58.9041095890411,-51.07033639143731,0.0,0.0,-5.357142857142854,0.0,0.0,5.636864694764871,-40.2138049359905,0.0
s0-spatial-control,p_r0.2_seed234,3.4,0.4,0.1,0.2,10.5,99.8,15.7,11.1,2.5,2.6,0.2,7.3,5.8,94,88,219796.0,0.0,4862.0,0.55,0.2,234.0,,,,,-2.85714285714286,0.0,0.0,-50.0,87.50000000000001,-6.026365348399252,-27.64976958525346,-13.953488372093029,-65.75342465753424,-92.04892966360856,0.0,-10.975609756097555,3.5714285714285747,0.0,0.0,2.3173104674654823,-35.8321235317408,0.0
s0-spatial-control,p_r0.2_seed241,3.5,0.4,0.1,0.2,0.1,56.0,7.7,6.5,1.5,10.0,0.2,6.4,5.2,94,88,235513.0,0.0,3160.0,0.55,0.2,241.0,,,,,0.0,0.0,0.0,-50.0,-98.21428571428572,-47.26930320150659,-64.51612903225806,-49.6124031007752,-79.45205479452055,-69.41896024464832,0.0,-21.95121951219511,-7.142857142857134,0.0,0.0,9.633736465286894,-58.294839646298,0.0
s0-spatial-control,p_r0.2_seed248,3.3,0.4,0.1,0.3,0.1,68.4,10.7,27.6,1.5,6.7,0.2,8.2,5.6,94,88,234296.0,0.0,3485.0,0.55,0.2,248.0,,,,,-5.71428571428572,0.0,0.0,-25.000000000000007,-98.21428571428572,-35.593220338983045,-50.69124423963134,113.95348837209302,-79.45205479452055,-79.51070336391439,0.0,0.0,0.0,0.0,0.0,9.067210382742601,-54.00554309093308,0.0
s0-spatial-control,p_r0.2_seed255,3.5,0.4,0.1,0.2,0.1,50.2,5.7,5.8,1.6,11.3,0.2,6.5,5.1,94,88,234746.0,0.0,3126.0,0.55,0.2,255.0,,,,,0.0,0.0,0.0,-50.0,-98.21428571428572,-52.730696798493405,-73.73271889400922,-55.03875968992248,-78.0821917808219,-65.4434250764526,0.0,-20.731707317073162,-8.928571428571429,0.0,0.0,9.276690035285684,-58.74356605516695,0.0
s0-spatial-control,p_r0.2_seed262,3.5,0.4,0.1,0.2,0.1,60.7,11.5,7.9,1.7,16.3,0.2,6.9,5.2,94,88,229599.0,0.0,4024.0,0.55,0.2,262.0,,,,,0.0,0.0,0.0,-50.0,-98.21428571428572,-42.84369114877589,-47.004608294930875,-38.75968992248062,-76.71232876712328,-50.152905198776764,0.0,-15.853658536585355,-7.142857142857134,0.0,0.0,6.880708320531799,-46.891909726804805,0.0
s1-school,sch0.25_seed101,3.7,0.4,0.1,0.3,0.1,102.4,7.9,4.8,1.5,14.9,0.3,6.3,5.1,94,88,240419.0,0.0,4191.0,0.55,,101.0,0.25,,,,5.71428571428572,0.0,0.0,-25.000000000000007,-98.21428571428572,-3.5781544256120497,-63.594470046082954,-62.79069767441862,-79.45205479452055,-54.434250764526006,49.999999999999986,-23.170731707317067,-8.928571428571429,0.0,0.0,11.917530188345484,-44.687871189124984,0.0
s1-school,sch0.25_seed108,3.9,0.4,0.1,0.2,0.1,113.9,12.6,16.4,2.3,16.1,0.2,7.4,5.7,94,88,236901.0,0.0,4718.0,0.55,,108.0,0.25,,,,11.428571428571425,0.0,0.0,-50.0,-98.21428571428572,7.250470809792846,-41.935483870967744,27.131782945736422,-68.4931506849315,-50.764525993883794,0.0,-9.756097560975597,1.7857142857142954,0.0,0.0,10.27986481579756,-37.73261185165633,0.0
s1-school,sch0.25_seed115,3.2,0.4,0.1,0.3,0.1,98.4,11.7,17.1,1.4,11.4,0.2,7.4,5.2,94,88,237855.0,0.0,4305.0,0.55,,115.0,0.25,,,,-8.571428571428566,0.0,0.0,-25.000000000000007,-98.21428571428572,-7.3446327683615795,-46.08294930875576,32.55813953488373,-80.82191780821918,-65.1376146788991,0.0,-9.756097560975597,-7.142857142857134,0.0,0.0,10.723961679188895,-43.18331793585852,0.0
s1-school,sch0.25_seed122,3.3,0.4,0.1,0.3,0.1,95.0,13.1,17.4,2.3,17.8,0.2,7.5,5.3,94,88,235151.0,0.0,5082.0,0.55,,122.0,0.25,,,,-5.71428571428572,0.0,0.0,-25.000000000000007,-98.21428571428572,-10.546139359698683,-39.63133640552996,34.88372093023254,-68.4931506849315,-45.56574923547401,0.0,-8.53658536585365,-5.357142857142854,0.0,0.0,9.465221722574459,-32.928599709647614,0.0
s1-school,sch0.25_seed129,3.5,0.4,0.1,0.3,0.2,152.4,21.3,12.8,4.0,20.0,0.2,7.8,5.8,94,88,226107.0,0.0,7075.0,0.55,,129.0,0.25,,,,0.0,0.0,0.0,-25.000000000000007,-96.42857142857143,43.50282485875706,-1.8433179723502238,-0.7751937984496096,-45.20547945205479,-38.83792048929664,0.0,-4.8780487804877986,3.5714285714285747,0.0,0.0,5.255146216797475,-6.62531344859443,0.0
s1-school,sch0.25_seed136,30.8,9.4,0.1,5.3,39.9,311.7,84.0,56.5,17.8,114.0,6.6,10.3,39.8,94,88,166455.0,0.0,19009.0,0.55,,136.0,0.25,,,,780.0,2250.0,0.0,1224.9999999999998,612.5,193.50282485875704,287.0967741935484,337.984496124031,143.83561643835617,248.62385321100913,3199.9999999999995,25.609756097560993,610.7142857142857,0.0,0.0,-22.513476524313607,150.87765606440544,0.0
s1-school,sch0.25_seed143,3.6,0.4,0.1,0.3,0.1,145.5,35.2,22.7,3.2,14.6,0.2,9.1,6.2,94,88,229826.0,0.0,6094.0,0.55,,143.0,0.25,,,,2.85714285714286,0.0,0.0,-25.000000000000007,-98.21428571428572,37.005649717514125,62.2119815668203,75.96899224806201,-56.164383561643824,-55.35168195718655,0.0,10.975609756097567,10.714285714285724,0.0,0.0,6.98637916748131,-19.572390128019006,0.0
s1-school,sch0.25_seed150,3.7,0.4,0.1,0.4,6.9,174.9,16.9,13.4,2.8,4.2,0.2,7.4,5.6,94,88,221854.0,0.0,6749.0,0.55,,150.0,0.25,,,,5.71428571428572,0.0,0.0,0.0,23.21428571428573,64.68926553672316,-22.11981566820277,3.875968992248062,-61.64383561643836,-87.1559633027523,0.0,-9.756097560975597,0.0,0.0,0.0,3.275330745095849,-10.927807839514319,0.0
s1-school,sch0.25_seed157,47.3,11.2,4.4,0.9,68.9,485.3,101.6,76.5,25.3,28.4,8.1,34.2,14.4,94,88,160447.0,0.0,19672.0,0.55,,157.0,0.25,,,,1251.4285714285713,2699.9999999999995,4300.000000000001,125.0,1130.3571428571431,356.96798493408664,368.2027649769585,493.0232558139535,246.57534246575344,-13.149847094801235,3949.999999999999,317.07317073170736,157.14285714285717,0.0,0.0,-25.310262640933257,159.62782103734986,0.0
s1-school,sch0.25_seed164,3.9,1.4,0.1,1.5,9.2,178.4,41.2,27.6,8.8,65.7,0.2,6.3,18.0,94,88,195327.0,0.0,12270.0,0.55,,164.0,0.25,,,,11.428571428571425,249.99999999999994,0.0,275.0,64.28571428571428,67.984934086629,89.86175115207375,113.95348837209302,20.547945205479465,100.91743119266054,0.0,-23.170731707317067,221.42857142857144,0.0,0.0,-9.073262017149402,61.93744225946944,0.0
s1-school,sch0.25_seed171,3.9,0.4,0.1,0.3,4.3,174.3,16.7,10.3,2.2,3.8,0.2,7.3,5.9,94,88,231115.0,0.0,4916.0,0.55,,171.0,0.25,,,,11.428571428571425,0.0,0.0,-25.000000000000007,-23.21428571428571,64.12429378531074,-23.04147465437788,-20.15503875968992,-69.86301369863014,-88.37920489296636,0.0,-10.975609756097555,5.35714285714287,0.0,0.0,7.586421994432496,-35.119440411772466,0.0
s1-school,sch0.25_seed178,4.7,3.3,0.1,2.0,11.2,204.6,47.0,29.2,13.1,65.4,0.6,7.4,21.2,94,88,191908.0,0.0,13391.0,0.55,,178.0,0.25,,,,34.28571428571429,724.9999999999999,0.0,400.0,100.0,92.65536723163841,116.58986175115209,126.3565891472868,79.45205479452055,100.0,199.99999999999997,-9.756097560975597,278.5714285714286,0.0,0.0,-10.664841866137847,76.73221591658968,0.0
s1-school,sch0.25_seed185,3.6,0.5,0.1,0.4,0.1,99.4,11.8,7.1,1.8,10.6,0.2,6.7,5.0,94,88,243285.0,0.0,4739.0,0.55,,185.0,0.25,,,,2.85714285714286,24.999999999999993,0.0,0.0,-98.21428571428572,-6.403013182674197,-45.6221198156682,-44.96124031007752,-75.34246575342466,-67.58409785932722,0.0,-18.292682926829258,-10.714285714285708,0.0,0.0,13.251682819875429,-37.455457305001985,0.0
s1-school,sch0.25_seed192,9.3,5.1,0.1,3.7,17.1,267.7,54.2,38.4,17.6,90.0,1.0,8.2,21.5,94,88,183398.0,0.0,15139.0,0.55,,192.0,0.25,,,,165.71428571428572,1174.9999999999998,0.0,825.0,205.3571428571429,152.07156308851225,149.76958525345623,197.67441860465115,141.0958904109589,175.2293577981651,400.0,0.0,283.92857142857144,0.0,0.0,-14.626334850897038,99.80203246667546,0.0
s1-school,sch0.25_seed199,10.8,5.2,0.8,3.9,23.9,266.6,65.3,34.7,14.5,91.6,1.1,18.3,14.1,94,88,175472.0,0.0,16861.0,0.55,,199.0,0.25,,,,208.57142857142858,1199.9999999999998,700.0,875.0,326.7857142857142,151.03578154425614,200.9216589861751,168.99224806201553,98.63013698630138,180.12232415902136,450.0,123.17073170731709,151.7857142857143,0.0,0.0,-18.315969797689206,122.52870529233206,0.0
s1-school,sch0.25_seed206,3.5,0.4,0.1,0.5,2.4,154.1,21.2,15.9,5.3,25.7,0.2,8.0,5.3,94,88,219197.0,0.0,8585.0,0.55,,206.0,0.25,,,,0.0,0.0,0.0,24.999999999999993,-57.14285714285714,45.103578154425605,-2.3041474654377883,23.25581395348837,-27.397260273972602,-21.406727828746185,0.0,-2.439024390243894,-5.357142857142854,0.0,0.0,2.0384697744136897,13.303418239408737,0.0
s1-school,sch0.25_seed213,3.5,0.4,0.1,0.3,0.7,77.6,10.7,8.1,1.6,3.7,0.2,6.6,5.0,94,88,241389.0,0.0,3048.0,0.55,,213.0,0.25,,,,0.0,0.0,0.0,-25.000000000000007,-87.5,-26.930320150659142,-50.69124423963134,-37.2093023255814,-78.0821917808219,-88.68501529051989,0.0,-19.51219512195122,-10.714285714285708,0.0,0.0,12.369075217160573,-59.772997228454535,0.0
s1-school,sch0.25_seed220,3.5,0.4,0.1,0.3,0.1,108.5,12.1,10.3,1.7,18.2,0.2,7.0,5.7,94,88,234300.0,0.0,5443.0,0.55,,220.0,0.25,,,,0.0,0.0,0.0,-25.000000000000007,-98.21428571428572,2.1657250470809766,-44.23963133640553,-20.15503875968992,-76.71232876712328,-44.34250764525994,0.0,-14.634146341463408,1.7857142857142954,0.0,0.0,9.06907242409854,-28.164181074303812,0.0
s1-school,sch0.25_seed227,4.1,2.4,0.1,1.4,4.8,127.9,17.5,16.5,4.4,40.6,0.2,5.5,10.6,94,88,211886.0,0.0,9296.0,0.55,,227.0,0.25,,,,17.14285714285713,500.0,0.0,249.99999999999994,-14.285714285714283,20.433145009416197,-19.354838709677416,27.90697674418604,-39.72602739726027,24.159021406727824,0.0,-32.92682926829268,89.28571428571429,0.0,0.0,-1.3648763139029316,22.687079318991685,0.0
s1-school,sch0.25_seed234,8.1,4.5,0.1,3.0,6.9,139.8,24.7,20.1,7.4,45.3,1.2,6.2,14.9,94,88,200729.0,0.0,11230.0,0.55,,234.0,0.25,,,,131.42857142857142,1024.9999999999998,0.0,650.0,23.21428571428573,31.638418079096052,13.82488479262673,55.81395348837211,1.3698630136986376,38.5321100917431,500.0,-24.390243902439014,166.0714285714286,0.0,0.0,-6.558575165954436,48.2116932823017,0.0
s1-school,sch0.25_seed241,3.9,0.5,0.1,0.3,0.1,76.6,12.2,13.3,1.5,4.4,0.2,7.0,5.8,94,88,246443.0,0.0,3241.0,0.55,,241.0,0.25,,,,11.428571428571425,24.999999999999993,0.0,-25.000000000000007,-98.21428571428572,-27.871939736346523,-43.77880184331797,3.1007751937984525,-79.45205479452055,-86.54434250764527,0.0,-14.634146341463408,3.5714285714285747,0.0,0.0,14.721764470388887,-57.225814966345524,0.0
s1-school,sch0.25_seed248,48.0,11.8,6.4,2.7,79.9,533.3,131.3,66.1,36.6,40.1,11.3,38.8,15.7,94,88,157087.0,0.0,21368.0,0.55,,248.0,0.25,,,,1271.4285714285713,2850.0,6300.000000000001,575.0,1326.7857142857147,402.16572504708097,505.06912442396316,412.4031007751937,401.3698630136987,22.62996941896024,5550.000000000001,373.1707317073171,180.35714285714286,0.0,0.0,-26.87437737992161,182.01135013857728,0.0
s1-school,sch0.25_seed255,17.6,7.3,5.2,4.3,31.3,257.0,70.3,42.3,14.2,90.6,3.0,8.2,30.7,94,88,176148.0,0.0,16761.0,0.55,,255.0,0.25,,,,402.85714285714295,1724.9999999999995,5100.0,975.0,458.92857142857156,141.99623352165727,223.96313364055297,227.906976744186,94.52054794520548,177.06422018348619,1399.9999999999998,0.0,448.2142857142858,0.0,0.0,-18.001284808535598,121.20892173683515,0.0
s1-school,sch0.25_seed262,3.5,0.4,0.1,0.2,0.1,126.2,14.1,8.5,1.6,19.3,0.2,6.9,5.1,94,88,231291.0,0.0,5924.0,0.55,,262.0,0.25,,,,0.0,0.0,0.0,-50.0,-98.21428571428572,18.832391713747647,-35.02304147465438,-34.10852713178294,-78.0821917808219,-40.97859327217125,0.0,-15.853658536585355,-8.928571428571429,0.0,0.0,7.668351814093791,-21.816022172363734,0.0
s1-school,sch0.46_seed101,45.8,10.6,4.5,3.9,80.0,532.9,151.5,141.2,72.7,146.9,7.9,46.5,20.1,94,88,151097.0,0.0,26914.0,0.55,,101.0,0.46,,,,1208.5714285714284,2549.9999999999995,4400.0,875.0,1328.571428571429,401.789077212806,598.1566820276498,994.5736434108526,895.8904109589042,349.2354740061162,3850.0,467.0731707317073,258.9285714285715,0.0,0.0,-29.662784310439534,255.20654612643528,0.0
s1-school,sch0.46_seed108,115.3,25.4,16.4,12.8,166.2,717.5,234.1,119.8,83.3,102.8,23.1,63.7,28.1,94,88,132871.0,0.0,32171.0,0.55,,108.0,0.46,,,,3194.285714285714,6250.0,16299.999999999996,3100.0,2867.857142857143,575.6120527306967,978.8018433179724,828.6821705426355,1041.0958904109589,214.37308868501526,11450.0,676.829268292683,401.78571428571433,0.0,0.0,-38.147175748773385,324.5875676389072,0.0
s1-school,sch0.46_seed115,120.6,31.5,9.3,16.3,180.0,946.5,266.0,111.6,85.3,66.3,20.1,94.7,44.8,94,88,128246.0,0.0,33304.0,0.55,,115.0,0.46,,,,3345.7142857142853,7775.0,9200.0,3975.0,3114.2857142857147,791.2429378531073,1125.8064516129034,765.1162790697673,1068.4931506849316,102.75229357798163,9950.0,1054.878048780488,700.0,0.0,0.0,-40.30016106657729,339.5407153226871,0.0
s1-school,sch0.46_seed122,105.5,22.3,7.0,11.1,173.8,760.7,181.1,80.5,72.4,70.9,21.6,58.8,23.2,94,88,137148.0,0.0,29740.0,0.55,,122.0,0.46,,,,2914.285714285714,5475.0,6900.0,2674.9999999999995,3003.5714285714294,616.2900188323918,734.5622119815669,524.031007751938,891.7808219178082,116.81957186544342,10700.0,617.0731707317074,314.28571428571433,0.0,0.0,-36.15618802893612,292.50362940477766,0.0
s1-school,sch0.46_seed129,117.4,26.8,8.3,14.3,180.3,1006.7,221.5,91.8,81.2,83.1,21.1,64.3,26.8,94,88,130985.0,0.0,32300.0,0.55,,129.0,0.46,,,,3254.2857142857147,6600.0,8200.0,3475.0,3119.642857142858,847.9284369114877,920.7373271889402,611.6279069767442,1012.3287671232879,154.12844036697243,10450.0,684.1463414634146,378.57142857142867,0.0,0.0,-39.02512824809839,326.2900884254982,0.0
s1-school,sch0.46_seed136,102.4,29.1,7.0,10.5,183.5,939.8,234.5,120.2,71.3,95.6,22.9,78.6,35.3,94,88,130236.0,0.0,33109.0,0.55,,136.0,0.46,,,,2825.714285714286,7175.0,6900.0,2524.9999999999995,3176.7857142857147,784.9340866290019,980.6451612903226,831.7829457364339,876.7123287671233,192.35474006116203,11349.999999999998,858.5365853658537,530.3571428571428,0.0,0.0,-39.373795491997875,336.9671373894681,0.0
s1-school,sch0.46_seed143,137.4,33.2,11.2,16.7,177.7,892.0,233.6,107.2,76.6,83.8,25.9,76.9,35.3,94,88,126424.0,0.0,33310.0,0.55,,143.0,0.46,,,,3825.714285714286,8200.0,11099.999999999998,4075.0,3073.214285714286,739.924670433145,976.4976958525347,731.0077519379845,949.3150684931506,156.26911314984707,12850.0,837.8048780487806,530.3571428571428,0.0,0.0,-41.14832090420728,339.61990233601693,0.0
s1-school,sch0.46_seed150,109.6,25.6,8.7,11.0,166.0,758.9,177.7,95.7,76.4,115.5,21.8,63.3,20.3,94,88,132149.0,0.0,31983.0,0.55,,150.0,0.46,,,,3031.428571428571,6300.000000000001,8599.999999999998,2649.9999999999995,2864.2857142857147,614.5951035781543,718.8940092165899,641.8604651162791,946.5753424657535,253.21100917431187,10800.0,671.9512195121952,262.50000000000006,0.0,0.0,-38.48327421352028,322.10637455457305,0.0
s1-school,sch0.46_seed157,59.6,17.0,0.9,10.3,68.7,542.8,239.1,88.1,74.3,164.5,11.6,68.1,43.6,94,88,143614.0,0.0,30109.0,0.55,,157.0,0.46,,,,1602.857142857143,4150.0,800.0,2475.0,1126.7857142857144,411.1111111111111,1001.8433179723504,582.9457364341084,917.8082191780823,403.0581039755352,5700.0,730.4878048780488,678.5714285714287,0.0,0.0,-33.146198177061514,297.37363072456117,0.0
s1-school,sch0.46_seed164,93.0,22.7,5.8,11.7,128.4,683.3,254.2,100.8,78.6,92.9,16.4,81.7,38.8,94,88,135895.0,0.0,31148.0,0.55,,164.0,0.46,,,,2557.1428571428573,5575.0,5700.0,2824.9999999999995,2192.857142857143,543.4086629001882,1071.4285714285716,681.3953488372092,976.7123287671233,184.09785932721712,8099.999999999998,896.3414634146343,592.8571428571428,0.0,0.0,-36.73947248368386,311.08618186617394,0.0
s1-school,sch0.46_seed171,123.7,32.5,8.6,15.4,170.2,894.1,219.0,129.2,79.8,142.1,20.9,67.6,28.6,94,88,126439.0,0.0,32924.0,0.55,,171.0,0.46,,,,3434.285714285714,8025.0,8500.0,3750.0,2939.285714285714,741.9020715630885,909.2165898617512,901.5503875968991,993.1506849315068,334.5565749235473,10349.999999999998,724.390243902439,410.7142857142858,0.0,0.0,-41.14133824912251,334.52553781179887,0.0
s1-school,sch0.46_seed178,112.9,25.9,8.7,10.4,165.3,776.6,203.2,111.1,76.8,81.6,20.4,70.9,24.7,94,88,134386.0,0.0,31247.0,0.55,,178.0,0.46,,,,3125.714285714286,6375.0,8599.999999999998,2500.0,2851.785714285715,631.261770244821,836.405529953917,761.2403100775193,952.0547945205478,149.5412844036697,10099.999999999998,764.6341463414635,341.0714285714286,0.0,0.0,-37.441927585211666,312.3927675861159,0.0
s1-school,sch0.46_seed185,138.6,33.6,10.9,11.6,207.6,1008.5,286.7,134.7,95.3,56.1,26.1,88.3,34.0,94,88,125876.0,0.0,34530.0,0.55,,185.0,0.46,,,,3860.0,8300.0,10800.0,2799.9999999999995,3607.142857142858,849.6233521657249,1221.1981566820277,944.1860465116279,1205.4794520547946,71.55963302752293,12950.0,976.8292682926829,507.1428571428571,0.0,0.0,-41.40342056997086,355.72126171307906,0.0
s1-school,sch0.46_seed192,58.1,17.7,6.8,7.0,81.4,631.6,220.8,92.7,59.1,156.6,13.3,52.9,41.5,94,88,145891.0,0.0,28742.0,0.55,,192.0,0.46,,,,1560.0,4325.0,6700.0,1649.9999999999995,1353.571428571429,494.7269303201506,917.5115207373274,618.6046511627907,709.5890410958905,378.8990825688073,6550.0,545.1219512195123,641.0714285714286,0.0,0.0,-32.08623113519351,279.3321895209186,0.0
s1-school,sch0.46_seed199,110.8,24.0,9.6,10.8,158.5,868.9,218.5,114.1,67.8,92.7,23.4,68.0,25.3,94,88,130037.0,0.0,32603.0,0.55,,199.0,0.46,,,,3065.7142857142853,5900.0,9500.0,2600.0,2730.357142857143,718.1732580037665,906.9124423963135,784.4961240310076,828.7671232876713,183.4862385321101,11599.999999999998,729.2682926829268,351.7857142857144,0.0,0.0,-39.46643204945582,330.2890325986538,0.0
s1-school,sch0.46_seed206,136.2,35.4,12.4,17.6,213.6,764.4,205.7,125.1,93.6,71.7,25.9,85.4,29.0,94,88,126411.0,0.0,33123.0,0.55,,206.0,0.46,,,,3791.428571428571,8750.0,12300.0,4300.000000000001,3714.2857142857147,619.774011299435,847.926267281106,869.767441860465,1182.1917808219177,119.26605504587155,12850.0,941.4634146341465,417.8571428571429,0.0,0.0,-41.15437253861408,337.1519070872377,0.0
s1-school,sch0.46_seed213,118.3,26.1,9.3,18.7,176.6,776.3,202.6,91.5,72.3,110.5,22.5,78.7,25.4,94,88,128134.0,0.0,32583.0,0.55,,213.0,0.46,,,,3279.9999999999995,6425.0,9200.0,4575.0,3053.571428571429,630.9792843691148,833.6405529953918,609.3023255813953,890.4109589041096,237.92048929663605,11150.0,859.7560975609756,353.57142857142856,0.0,0.0,-40.35229822454357,330.0250758875544,0.0
s1-school,sch0.46_seed220,115.4,27.9,9.0,15.3,165.0,679.8,133.4,81.7,69.4,133.9,21.1,65.3,17.8,94,88,132369.0,0.0,31055.0,0.55,,220.0,0.46,,,,3197.1428571428573,6875.0,8900.0,3725.0,2846.428571428572,540.1129943502824,514.7465437788019,533.3333333333333,850.6849315068495,309.480122324159,10450.0,696.3414634146341,217.8571428571429,0.0,0.0,-38.38086193894367,309.8587831595618,0.0
